CustomerID,LastInvoiceDate,Frequency,Monetary,Recency,rule_code,rule_label,R_Quartile,F_Quartile,M_Quartile,RFMScore,TotalScore,kmeans_cluster,dbscan_cluster,recency_weight,frequency_multiplier,estimated_ltv,estimated_ltv_rank_pct,value_tier
12372,2011-09-29 12:12:00,3,1298.04,71.0,000,New/Low Activity,3,2,2,322,7,1,0,0.7607822836063718,2.386294361119891,2356.5273325048547,0.6636698939603504,Mid Value
12373,2011-02-01 13:10:00,1,364.6,310.0,100,Hibernating,4,4,3,443,11,0,0,0.3030815167033862,1.6931471805599454,187.09872500625772,0.14776394651913324,Low Value
12374,2011-11-14 15:37:00,1,742.9300000000001,24.0,000,New/Low Activity,2,4,2,242,8,1,0,0.9117224885582168,1.6931471805599454,1146.8464505646264,0.5131396957123098,Mid Value
12375,2011-11-29 10:36:00,2,457.5,10.0,000,New/Low Activity,1,3,3,133,7,1,0,0.9622238368941451,2.09861228866811,923.8456566141102,0.46357768556938683,Mid Value
12377,2011-01-28 15:45:00,2,1628.12,314.0,100,Hibernating,4,3,2,432,9,0,0,0.29844884083956763,2.09861228866811,1019.7378026259529,0.48778238819732594,Mid Value
12378,2011-08-02 10:34:00,1,4008.62,129.0,101,Promising,3,4,1,341,8,1,-1,0.6085017568352955,1.6931471805599454,4130.013175558478,0.7683264177040111,High Value
12379,2011-09-19 10:09:00,2,852.24,81.0,000,New/Low Activity,3,3,2,332,8,1,0,0.7320428479728127,2.09861228866811,1309.2742531203996,0.5405716920239741,Mid Value
12380,2011-11-18 11:27:00,4,2724.81,21.0,001,At Risk - High Value,2,2,1,221,5,1,0,0.9223161935859392,2.6094379124341005,6557.873368516404,0.8409405255878285,High Value
12381,2011-12-05 12:44:00,5,1845.31,4.0,010,Regular,1,2,1,121,4,1,0,0.9847147529344312,2.791759469228055,5072.917244795728,0.8003688335638544,High Value
12383,2011-06-08 08:02:00,5,1850.56,184.0,110,Potential Loyalist,4,2,1,421,7,0,0,0.4923573764672156,2.791759469228055,2543.6749750798463,0.6784232365145229,High Value
12384,2011-11-11 08:39:00,2,585.27,28.0,000,New/Low Activity,2,3,3,233,8,1,0,0.8977865850653693,2.09861228866811,1102.7106952206489,0.504149377593361,Mid Value
12386,2011-01-06 12:37:00,2,401.9,337.0,100,Hibernating,4,3,3,433,10,0,0,0.2731523571377188,2.09861228866811,230.38551504454975,0.1809589672660212,Low Value
12388,2011-11-24 12:30:00,6,2780.66,15.0,011,High Value,1,1,1,111,3,1,0,0.9438743126816935,2.9459101490553135,7731.8167651946005,0.8672199170124482,High Value
12390,2011-09-21 09:33:00,1,549.84,79.0,000,New/Low Activity,3,4,3,343,10,1,0,0.7377025415132656,1.6931471805599454,686.7715918037798,0.4013370216689719,Mid Value
12391,2011-11-18 12:07:00,1,460.89,21.0,000,New/Low Activity,2,4,3,243,9,1,0,0.9223161935859392,1.6931471805599454,719.7336880530661,0.4124020285846012,Mid Value
12393,2011-09-28 15:41:00,4,1582.6000000000001,71.0,000,New/Low Activity,3,2,2,322,7,1,0,0.7607822836063718,2.6094379124341005,3141.799888390313,0.7185338865836791,High Value
12394,2011-10-07 08:08:00,2,1272.48,63.0,000,New/Low Activity,3,3,2,332,8,1,0,0.7845840978967508,2.09861228866811,2095.1864570781872,0.640848317196865,Mid Value
12395,2011-11-20 15:21:00,12,3018.63,18.0,011,High Value,2,1,1,211,4,1,0,0.9330329915368074,3.5649493574615367,10040.613483233836,0.8997233748271093,High Value
12397,2011-11-04 09:52:00,2,2409.9,35.0,001,At Risk - High Value,2,3,1,231,6,1,0,0.873909357689527,2.09861228866811,4419.749170830882,0.777086214845551,High Value
12398,2011-10-25 10:27:00,1,1635.6599999999999,45.0,000,New/Low Activity,2,4,2,242,8,1,0,0.8408964152537145,1.6931471805599454,2328.789562740165,0.660903642231443,Mid Value
12399,2011-08-12 13:15:00,4,1108.65,118.0,100,Hibernating,3,2,2,322,7,1,0,0.6348309823580358,2.6094379124341005,1836.536411776629,0.6122637159981559,Mid Value
12401,2011-02-09 13:50:00,1,84.3,302.0,100,Hibernating,4,4,4,444,12,0,0,0.3125637169739078,1.6931471805599454,44.612940508577445,0.012678653757491932,Low Value
12402,2011-01-20 13:49:00,1,225.6,322.0,100,Hibernating,4,4,4,444,12,0,0,0.28939484152466294,1.6931471805599454,110.54130633511457,0.07514983863531581,Low Value
12403,2011-10-21 10:51:00,1,427.7,49.0,000,New/Low Activity,2,4,3,243,9,1,0,0.8280431057900104,1.6931471805599454,599.6349081238103,0.37344398340248963,Mid Value
12405,2011-07-14 08:52:00,1,1710.39,148.0,100,Hibernating,4,4,1,441,9,0,0,0.5655701084185465,1.6931471805599454,1637.8582343965606,0.5889810972798525,Mid Value
12406,2011-11-17 19:22:00,2,3415.3,21.0,001,At Risk - High Value,2,3,1,231,6,1,0,0.9223161935859392,2.09861228866811,6610.600369547787,0.843015214384509,High Value
12407,2011-10-21 10:11:00,5,1708.1200000000001,49.0,010,Regular,2,2,1,221,5,1,0,0.8280431057900104,2.791759469228055,3948.6561896949866,0.7586445366528354,High Value
12408,2011-11-07 12:27:00,5,2888.55,32.0,011,High Value,2,2,1,221,5,1,0,0.8840636953004919,2.791759469228055,7129.210591935039,0.8561549100968188,High Value
12409,2011-09-22 10:38:00,3,11072.67,78.0,001,At Risk - High Value,3,2,1,321,6,1,-1,0.7405487761432822,2.386294361119891,19567.261107773884,0.9525126786537574,High Value
12410,2011-02-04 10:39:00,2,693.3299999999999,308.0,100,Hibernating,4,3,2,432,9,0,0,0.30542475181191425,2.09861228866811,444.4024387145596,0.30774550484094054,Low Value
12412,2011-09-26 10:16:00,3,1226.88,74.0,000,New/Low Activity,3,2,2,322,7,1,0,0.7520439537809918,2.386294361119891,2201.756696324711,0.6498386353158138,Mid Value
12413,2011-10-04 09:00:00,3,758.1,66.0,000,New/Low Activity,3,2,2,322,7,1,0,0.7755723809168673,2.386294361119891,1403.0490258103866,0.5555555555555556,Mid Value
12414,2011-05-06 14:51:00,3,562.41,216.0,100,Hibernating,4,2,3,423,9,0,0,0.43527528164806206,2.386294361119891,584.1724269035371,0.367911479944675,Mid Value
12415,2011-11-15 14:22:00,21,124914.53,23.0,011,High Value,2,1,1,211,4,2,-1,0.9152401341861904,4.091042453358316,467715.75635136093,0.9988473951129553,High Value
12417,2011-12-06 14:52:00,9,3649.1,2.0,011,High Value,1,1,1,111,3,1,0,0.9923279462629435,3.302585092994046,11959.003789081868,0.9144767173812817,High Value
12418,2011-08-19 11:08:00,1,668.58,112.0,100,Hibernating,3,4,3,343,10,1,0,0.6496694531758791,1.6931471805599454,735.4286418460673,0.41632088520055327,Mid Value
12420,2011-10-07 08:55:00,1,600.39,63.0,000,New/Low Activity,3,4,3,343,10,1,0,0.7845840978967508,1.6931471805599454,797.5678943374048,0.4354541263254956,Mid Value
12421,2011-11-24 09:07:00,4,807.04,15.0,000,New/Low Activity,1,2,2,122,5,1,0,0.9438743126816935,2.6094379124341005,1987.7245220366651,0.6284001844167819,Mid Value
12422,2011-09-05 09:48:00,3,803.5600000000001,95.0,100,Hibernating,3,2,2,322,7,1,0,0.6936223168606043,2.386294361119891,1330.0420845806575,0.5447210696173351,Mid Value
12423,2011-12-09 10:10:00,8,1859.31,0.0,010,Regular,1,1,1,111,3,1,0,1.0,3.1972245773362196,5944.631628887007,0.8245735361917934,High Value
12424,2011-06-30 12:06:00,2,1760.96,162.0,100,Hibernating,4,3,1,431,8,0,0,0.5358867312681466,2.09861228866811,1980.4081577897814,0.6272475795297372,Mid Value
12425,2011-09-22 17:31:00,1,777.2,77.0,000,New/Low Activity,3,4,2,342,9,1,0,0.7434059922341357,1.6931471805599454,978.2583444874894,0.47833102812355927,Mid Value
12426,2011-05-29 12:26:00,1,582.73,194.0,100,Hibernating,4,4,3,443,11,0,0,0.47375800390741934,1.6931471805599454,467.43222431649485,0.3201936376210235,Low Value
12427,2011-11-18 08:56:00,3,825.8,21.0,000,New/Low Activity,2,2,2,222,6,1,0,0.9223161935859392,2.386294361119891,1817.5180281825815,0.6094974642692486,Mid Value
12428,2011-11-14 08:22:00,9,7956.46,25.0,011,High Value,2,1,1,211,4,1,0,0.9082183626944031,3.302585092994046,23865.15055128385,0.9615029967727063,High Value
12429,2011-11-30 17:22:00,4,3750.4,8.0,001,At Risk - High Value,1,2,1,121,4,1,0,0.969663144646718,2.6094379124341005,9489.546255050836,0.8914246196403873,High Value
12430,2011-10-27 15:09:00,1,256.4,42.0,000,New/Low Activity,2,4,4,244,10,1,0,0.8506671609508557,1.6931471805599454,369.2941264027354,0.2736284001844168,Low Value
12431,2011-11-04 11:55:00,15,6487.45,35.0,011,High Value,2,1,1,211,4,1,0,0.873909357689527,3.772588722239781,21388.47771364774,0.9564315352697096,High Value
12432,2011-10-28 11:43:00,5,5059.32,42.0,011,High Value,2,2,1,221,5,1,0,0.8506671609508557,2.791759469228055,12015.167091325053,0.9149377593360996,High Value
12433,2011-12-09 10:02:00,7,13375.87,0.0,011,High Value,1,1,1,111,3,1,-1,1.0,3.0794415416798357,41190.20973410907,0.9806362378976486,High Value
12434,2011-09-16 12:38:00,2,806.14,84.0,000,New/Low Activity,3,3,2,332,8,1,0,0.7236346187201891,2.09861228866811,1224.2271816920613,0.5281235592438912,Mid Value
12435,2011-09-21 09:06:00,2,7829.89,79.0,001,At Risk - High Value,3,3,1,331,7,1,-1,0.7377025415132656,2.09861228866811,12121.856880103154,0.9156293222683264,High Value
12436,2011-09-01 12:09:00,1,509.01,99.0,100,Hibernating,3,4,3,343,10,1,0,0.6830201283771977,1.6931471805599454,588.6464492914663,0.36975564776394654,Mid Value
12437,2011-12-08 11:35:00,18,4951.41,1.0,011,High Value,1,1,1,111,3,1,0,0.9961565872205752,3.9444389791664403,19455.47069954144,0.9518211157215306,High Value
12438,2011-11-25 13:28:00,2,2906.85,13.0,001,At Risk - High Value,1,3,1,131,5,1,0,0.9511717534876208,2.09861228866811,5802.481682462981,0.822037805440295,High Value
12441,2010-12-08 10:45:00,1,173.55,366.0,100,Hibernating,4,4,4,444,12,0,0,0.24428999210856148,1.6931471805599454,71.78356206958634,0.03642231443061319,Low Value
12442,2011-12-06 14:22:00,1,172.06,2.0,000,New/Low Activity,1,4,4,144,9,1,0,0.9923279462629435,1.6931471805599454,289.0878589136867,0.22591055786076533,Low Value
12444,2011-11-18 13:23:00,5,5005.46,20.0,011,High Value,2,2,1,221,5,1,0,0.9258747122872905,2.791759469228055,12938.210591178815,0.921161825726141,High Value
12445,2011-11-17 18:43:00,1,133.4,21.0,000,New/Low Activity,2,4,4,244,10,1,0,0.9223161935859392,1.6931471805599454,208.31971617149216,0.16551406177962194,Low Value
12446,2011-10-13 12:50:00,1,1002.3100000000001,57.0,000,New/Low Activity,3,4,2,342,9,1,0,0.8029228818633765,1.6931471805599454,1362.6069815115368,0.5507146150299678,Mid Value
12447,2011-04-10 13:25:00,1,476.49,242.0,100,Hibernating,4,4,3,443,11,0,0,0.39380560644880985,1.6931471805599454,317.7096433874122,0.24481327800829875,Low Value
12448,2011-10-26 13:46:00,1,449.45,43.0,000,New/Low Activity,2,4,3,243,9,1,0,0.8473976959134202,1.6931471805599454,644.8569358811537,0.3872752420470263,Mid Value
12449,2011-11-17 13:46:00,4,4067.29,21.0,001,At Risk - High Value,2,2,1,221,5,1,0,0.9223161935859392,2.6094379124341005,9788.856020431915,0.8955739972337483,High Value
12450,2011-07-06 14:41:00,2,197.88,155.0,100,Hibernating,4,3,4,434,11,0,0,0.5505283977265716,2.09861228866811,228.61979934520252,0.18026740433379437,Low Value
12451,2011-11-29 08:40:00,5,9035.52,10.0,011,High Value,1,2,1,121,4,1,-1,0.9622238368941451,2.791759469228055,24272.094860985697,0.9624250806823421,High Value
12452,2011-11-23 10:28:00,2,430.57,16.0,000,New/Low Activity,1,3,3,133,7,1,0,0.940246614086162,2.09861228866811,849.6063639071734,0.44905486399262334,Mid Value
12453,2011-07-28 14:08:00,1,707.09,133.0,100,Hibernating,3,4,2,342,9,1,0,0.5992006571422354,1.6931471805599454,717.3674847249307,0.4110189027201475,Mid Value
12454,2011-10-14 17:13:00,1,3528.34,55.0,001,At Risk - High Value,3,4,1,341,8,1,0,0.8091305751159615,1.6931471805599454,4833.745184355146,0.7934532042415859,High Value
12455,2011-09-27 15:31:00,6,2466.86,72.0,011,High Value,3,1,1,311,5,1,0,0.7578582832551991,2.9459101490553135,5507.468239460498,0.8148916551406178,High Value
12456,2011-10-26 14:41:00,3,3181.04,43.0,001,At Risk - High Value,2,2,1,221,5,1,0,0.8473976959134202,2.386294361119891,6432.50931791882,0.8374827109266944,High Value
12457,2011-10-04 13:13:00,7,2363.23,65.0,011,High Value,3,1,1,311,5,1,0,0.7785647265364468,3.0794415416798357,5665.9492347422865,0.8183494698017519,High Value
12458,2011-09-29 15:25:00,2,947.4,70.0,000,New/Low Activity,3,3,2,332,8,1,0,0.7637175654573216,2.09861228866811,1518.4425721667603,0.5735361917934532,Mid Value
12461,2011-09-06 16:57:00,2,826.88,93.0,100,Hibernating,3,3,2,332,8,1,0,0.6989849670895097,2.09861228866811,1212.948983330937,0.5255878284923928,Mid Value
12462,2011-11-21 09:11:00,2,1189.59,18.0,000,New/Low Activity,2,3,2,232,7,1,0,0.9330329915368074,2.09861228866811,2329.305846562849,0.661134163208852,Mid Value
12463,2011-10-17 13:44:00,4,1344.78,52.0,000,New/Low Activity,3,2,2,322,7,1,0,0.8185322195299817,2.6094379124341005,2872.327713344681,0.7017058552328261,High Value
12464,2011-11-29 13:33:00,8,1212.05,9.0,010,Regular,1,1,2,112,4,1,0,0.9659363289248456,3.1972245773362196,3743.192645396841,0.7501152604887045,High Value
12465,2011-11-22 16:34:00,2,742.1899999999999,16.0,000,New/Low Activity,1,3,2,132,6,1,0,0.940246614086162,2.09861228866811,1464.4990297240056,0.5650069156293223,Mid Value
12468,2011-06-05 11:36:00,2,729.5400000000001,187.0,100,Hibernating,4,3,2,432,9,0,0,0.48670216966201174,2.09861228866811,745.1515389361944,0.41931765790686953,Mid Value
12471,2011-12-07 15:43:00,30,19824.05,1.0,011,High Value,1,1,1,111,3,1,-1,0.9961565872205752,4.433987204485146,87561.74965646418,0.9914707238358691,High Value
12472,2011-11-07 14:01:00,7,6572.11,31.0,011,High Value,2,1,1,211,4,1,0,0.8874746266218656,3.0794415416798357,17961.091821258942,0.9472106961733517,High Value
12473,2011-11-10 13:46:00,5,3938.5499999999997,28.0,011,High Value,2,2,1,221,5,1,0,0.8977865850653693,2.791759469228055,9871.59826270623,0.8964960811433841,High Value
12474,2011-11-22 14:39:00,18,7375.79,16.0,011,High Value,1,1,1,111,3,1,0,0.940246614086162,3.9444389791664403,27354.92719426334,0.9674965421853389,High Value
12475,2011-10-17 10:10:00,1,723.38,53.0,000,New/Low Activity,3,4,2,342,9,1,0,0.8153862623370692,1.6931471805599454,998.6759678780554,0.4838635315813739,Mid Value
12476,2011-11-24 12:40:00,11,6816.42,15.0,011,High Value,1,1,1,111,3,1,0,0.9438743126816935,3.4849066497880004,22421.34484176005,0.958736745043799,High Value
12477,2011-11-17 09:51:00,6,13219.74,22.0,011,High Value,2,1,1,211,4,1,-1,0.9187713517408406,2.9459101490553135,35780.78425311503,0.9774089442139234,High Value
12478,2011-12-06 09:56:00,1,680.99,3.0,000,New/Low Activity,1,4,2,142,7,1,0,0.9885140203528962,1.6931471805599454,1139.7727767522877,0.5124481327800829,Mid Value
12479,2011-11-28 13:26:00,1,527.2,10.0,000,New/Low Activity,1,4,3,143,8,1,0,0.9622238368941451,1.6931471805599454,858.9071631333804,0.45020746887966806,Mid Value
12480,2011-11-11 14:52:00,4,3281.63,27.0,001,At Risk - High Value,2,2,1,221,5,1,0,0.9012504626108302,2.6094379124341005,7717.596736527298,0.8660673121254034,High Value
12481,2011-11-17 08:29:00,10,5596.32,22.0,011,High Value,2,1,1,211,4,1,0,0.9187713517408406,3.3978952727983707,17471.088913126583,0.9442139234670355,High Value
12483,2011-11-22 17:02:00,8,2484.98,16.0,011,High Value,1,1,1,111,3,1,0,0.940246614086162,3.1972245773362196,7470.296140942234,0.8616874135546335,High Value
12484,2011-11-07 11:37:00,6,4541.72,32.0,011,High Value,2,1,1,211,4,1,0,0.8840636953004919,2.9459101490553135,11828.329364487992,0.913324112494237,High Value
12488,2011-11-30 08:50:00,3,1298.66,9.0,000,New/Low Activity,1,2,2,122,5,1,0,0.9659363289248456,2.386294361119891,2993.4222281124844,0.7093130474873214,High Value
12489,2011-01-07 13:13:00,1,334.93,335.0,100,Hibernating,4,4,3,443,11,0,0,0.2752641988632858,1.6931471805599454,156.09841434569057,0.11710465652374366,Low Value
12490,2011-12-04 16:07:00,10,5417.93,4.0,011,High Value,1,1,1,111,3,1,0,0.9847147529344312,3.3978952727983707,18128.164081714513,0.9483633010603965,High Value
12491,2011-11-01 12:18:00,1,460.40000000000003,38.0,000,New/Low Activity,2,4,3,243,9,1,0,0.8638716525936915,1.6931471805599454,673.4095171003298,0.39718764407561086,Mid Value
12492,2011-10-07 15:15:00,2,263.21000000000004,62.0,000,New/Low Activity,3,3,4,334,10,1,0,0.7876112128976197,2.09861228866811,435.0573269506883,0.30382664822498845,Low Value
12493,2011-06-27 10:17:00,2,433.74,165.0,100,Hibernating,4,3,3,433,10,0,0,0.5297315471796477,2.09861228866811,482.18925012417094,0.32618718303365607,Low Value
12494,2011-11-24 09:34:00,7,1246.1000000000001,15.0,010,Regular,1,1,2,112,4,1,0,0.9438743126816935,3.0794415416798357,3621.921448248111,0.7415859843245736,High Value
12497,2011-09-19 12:29:00,1,1043.1,81.0,000,New/Low Activity,3,4,2,342,9,1,0,0.7320428479728127,1.6931471805599454,1292.8768499387022,0.5387275242047026,Mid Value
12498,2011-11-18 12:53:00,3,403.70000000000005,20.0,000,New/Low Activity,2,2,3,223,7,1,0,0.9258747122872905,2.386294361119891,891.9386575524933,0.45758414015675425,Mid Value
12500,2011-11-16 16:20:00,11,4257.82,22.0,011,High Value,2,1,1,211,4,1,0,0.9187713517408406,3.4849066497880004,13632.826000910285,0.9262332872291379,High Value
12501,2011-01-07 12:28:00,1,2169.39,336.0,101,Promising,4,4,1,441,9,0,0,0.2742062449236565,1.6931471805599454,1007.1860155175933,0.4859382203780544,Mid Value
12502,2011-09-05 11:52:00,5,3723.87,95.0,111,Loyal,3,2,1,321,6,1,0,0.6936223168606043,2.791759469228055,7211.0011879456015,0.8575380359612724,High Value
12504,2011-11-21 16:02:00,2,482.04999999999995,17.0,000,New/Low Activity,1,3,3,133,7,1,0,0.9366328582337723,2.09861228866811,947.5315685185029,0.47003227293683725,Mid Value
12506,2011-04-21 08:54:00,1,73.5,232.0,100,Hibernating,4,4,4,444,12,0,0,0.40926610976499084,1.6931471805599454,50.931660348778856,0.01751959428307976,Low Value
12507,2011-07-28 17:09:00,3,1304.81,133.0,100,Hibernating,3,2,2,322,7,1,0,0.5992006571422354,2.386294361119891,1865.7075647214228,0.6150299677270632,Mid Value
12508,2011-11-13 15:37:00,2,398.27,25.0,000,New/Low Activity,2,3,3,233,8,1,0,0.9082183626944031,2.09861228866811,759.101909782834,0.4243891194098663,Mid Value
12509,2011-02-28 14:45:00,1,176.5,283.0,100,Hibernating,4,4,4,444,12,0,0,0.33628999848209795,1.6931471805599454,100.49706368075339,0.06523743660673122,Low Value
12510,2011-07-20 10:15:00,2,982.5699999999999,142.0,100,Hibernating,4,3,2,432,9,0,0,0.5787896830493259,2.09861228866811,1193.4837022870051,0.520746887966805,Mid Value
12512,2011-10-04 14:55:00,2,138.03,65.0,000,New/Low Activity,3,3,4,334,10,1,0,0.7785647265364468,2.09861228866811,225.5279765284211,0.17819271553711388,Low Value
12513,2011-08-19 10:51:00,1,612.29,112.0,100,Hibernating,3,4,3,343,10,1,0,0.6496694531758791,1.6931471805599454,673.5104297405373,0.3974181650530198,Mid Value
12514,2011-03-17 16:38:00,1,1017.68,266.0,100,Hibernating,4,4,2,442,10,0,0,0.3590414275196867,1.6931471805599454,618.6578291681137,0.38035961272475793,Mid Value
12515,2010-12-21 15:43:00,1,383.7,352.0,100,Hibernating,4,4,3,443,11,0,0,0.25782149335074883,1.6931471805599454,167.49645914859047,0.12955278930382666,Low Value
12516,2011-09-23 09:13:00,2,1312.06,77.0,000,New/Low Activity,3,3,2,332,8,1,0,0.7434059922341357,2.09861228866811,2046.9722946699978,0.6348547717842323,Mid Value
12517,2011-11-11 14:04:00,5,2502.84,27.0,011,High Value,2,2,1,221,5,1,0,0.9012504626108302,2.791759469228055,6297.331934467194,0.8340248962655602,High Value
12518,2011-12-09 10:13:00,5,2056.89,0.0,011,High Value,1,2,1,121,4,1,0,1.0,2.791759469228055,5742.342134660494,0.8199631166436145,High Value
12519,2011-10-07 09:26:00,1,340.84,63.0,000,New/Low Activity,3,4,3,343,10,1,0,0.7845840978967508,1.6931471805599454,452.777429847201,0.31420009220839096,Low Value
12520,2011-09-21 15:23:00,5,2634.26,78.0,011,High Value,3,2,1,321,6,1,0,0.7405487761432822,2.791759469228055,5446.158842215193,0.8114338404794836,High Value
12521,2011-07-20 10:51:00,1,599.68,142.0,100,Hibernating,4,4,3,443,11,0,0,0.5787896830493259,1.6931471805599454,587.6720796368927,0.3690640848317197,Mid Value
12522,2011-10-31 15:30:00,2,192.72,38.0,000,New/Low Activity,2,3,4,234,9,1,0,0.8638716525936915,2.09861228866811,349.3881906648036,0.2621023513139696,Low Value
12523,2011-11-20 12:55:00,11,1789.77,18.0,010,Regular,2,1,1,211,4,1,0,0.9330329915368074,3.4849066497880004,5819.495996692362,0.8224988473951129,High Value
12524,2011-11-30 15:31:00,8,4485.72,8.0,011,High Value,1,1,1,111,3,1,0,0.969663144646718,3.1972245773362196,13906.76747374345,0.9273858921161826,High Value
12526,2011-12-09 12:09:00,3,1316.66,0.0,000,New/Low Activity,1,2,2,122,5,1,0,1.0,2.386294361119891,3141.9383335121156,0.7187644075610881,High Value
12527,2011-09-19 11:55:00,3,348.71000000000004,81.0,000,New/Low Activity,3,2,3,323,8,1,0,0.7320428479728127,2.386294361119891,609.1509401364058,0.3769017980636238,Mid Value
12528,2011-11-30 14:40:00,6,1933.48,8.0,010,Regular,1,1,1,111,3,1,0,0.969663144646718,2.9459101490553135,5523.063923967187,0.8153526970954357,High Value
12530,2011-10-11 12:34:00,4,1662.28,59.0,000,New/Low Activity,3,2,1,321,6,1,0,0.7967628143670084,2.6094379124341005,3456.051492801423,0.7337482710926694,High Value
12531,2011-11-25 11:12:00,1,125.22,14.0,000,New/Low Activity,1,4,4,144,9,1,0,0.9475160078148386,1.6931471805599454,200.8884496384654,0.15836791147994467,Low Value
12532,2011-11-09 13:47:00,1,349.83000000000004,29.0,000,New/Low Activity,2,4,3,243,9,1,0,0.8943360206311329,1.6931471805599454,529.7274579046746,0.34485938220378054,Mid Value
12534,2011-08-01 10:26:00,1,1089.18,130.0,100,Hibernating,3,4,2,342,9,1,0,0.6061630334067722,1.6931471805599454,1117.8507367104537,0.508298755186722,Mid Value
12535,2011-09-09 08:48:00,2,716.35,91.0,000,New/Low Activity,3,3,2,332,8,1,0,0.7043890779473172,2.09861228866811,1058.9369195396732,0.49654218533886585,Mid Value
12536,2011-10-27 14:20:00,3,12601.830000000002,42.0,001,At Risk - High Value,2,2,1,221,5,1,-1,0.8506671609508557,2.386294361119891,25580.987136339205,0.9642692485016137,High Value
12538,2011-11-10 17:16:00,1,363.95,28.0,000,New/Low Activity,2,4,3,243,9,1,0,0.8977865850653693,1.6931471805599454,553.2348721489993,0.35523282618718305,Mid Value
