CustomerID,LastInvoiceDate,Frequency,Monetary,Recency,rule_code,rule_label,R_Quartile,F_Quartile,M_Quartile,RFMScore,TotalScore,kmeans_cluster,dbscan_cluster
12670,2011-11-29 15:23:00,5,2996.05,9.0,011,High Value,1,2,1,121,4,1,0
12672,2011-01-14 09:20:00,1,225.89999999999998,329.0,100,Hibernating,4,4,4,444,12,0,0
12673,2011-12-04 13:55:00,2,610.52,4.0,000,New/Low Activity,1,3,3,133,7,1,0
12674,2011-11-01 12:12:00,4,1970.6,38.0,000,New/Low Activity,2,2,1,221,5,1,0
12676,2011-11-15 12:25:00,6,1331.39,24.0,010,Regular,2,1,2,212,5,1,0
12678,2011-10-28 13:04:00,12,17628.46,41.0,011,High Value,2,1,1,211,4,1,-1
12679,2011-10-12 12:30:00,4,1113.02,58.0,000,New/Low Activity,3,2,2,322,7,1,0
12680,2011-12-09 12:50:00,4,862.81,0.0,000,New/Low Activity,1,2,2,122,5,1,0
12681,2011-11-25 11:33:00,22,13787.54,14.0,011,High Value,1,1,1,111,3,1,-1
12682,2011-12-06 10:00:00,31,12288.22,3.0,011,High Value,1,1,1,111,3,1,-1
12683,2011-12-05 16:31:00,15,8476.57,3.0,011,High Value,1,1,1,111,3,1,0
12684,2011-12-02 09:53:00,7,2283.63,7.0,011,High Value,1,1,1,111,3,1,0
12685,2011-11-11 13:46:00,6,2863.08,27.0,011,High Value,2,1,1,211,4,1,0
12686,2010-12-03 09:51:00,1,89.14,371.0,100,Hibernating,4,4,4,444,12,0,0
